PC1,PC2,Cluster
-2.387541034770875,-1.4496739150616649,1
-0.6717488528387431,-1.2630815753793692,2
-1.29132498662357,-0.7236891826480267,2
0.07505522003710378,-1.4569845365314076,2
0.07262957960571038,0.7280811134470245,0
2.3574810820934857,1.738845534973015,0
-0.4051597468509018,1.901802787444395,0
0.049689304552875374,-0.42607966034006695,2
1.3154934102482,2.021955730237175,0
-1.2678876449855014,-1.453933729965635,2
-1.2831794561664565,-1.0921539140539744,2
-0.04678800156411397,-1.2942861009133646,2
0.3438410718101311,1.4861478387880538,0
1.6680526330344696,1.5049329734796468,0
-1.1477089044342352,0.327666079717105,0
1.8853010814402298,0.7722609522837313,0
-0.37186939588142864,-1.3438754260102523,2
-0.8123150155198874,1.179241491241342,0
0.09615465481746827,-0.6607976833473699,2
-0.24749090097132959,0.8470116980264327,0
-0.0963227062922597,-1.108232089490246,2
-1.8432322931391985,-1.312707389838631,2
-0.07245451459022315,-0.5279870337412914,2
1.408214581216867,-0.35284098213084014,2
1.1241605464481321,-0.8652704594219847,2
-0.09468366984699267,-1.0939856110406618,2
0.7640099074820993,1.7726054805676221,0
-0.7149138883011276,-0.6415745689819121,2
1.962950219795911,-0.6814143825150556,2
-0.7692018397448902,-0.9490196865199737,1
1.1594977187855942,1.2122752845996492,0
-1.7059621828748532,0.742920844514459,0
1.0244539215699096,-1.0121618888632828,2
-0.16568491502136898,-0.6332676411232522,2
1.120796961338264,-0.798530213134353,2
-1.1172730015397803,0.9058449887683463,0
-0.4665611498208882,0.5855794521493526,0
0.933382289398321,0.5648531334482902,0
2.0215332186284067,2.008134183841774,0
0.7285899947583001,2.15868992440389,0
-0.08445373670228495,-1.3410514586394164,2
1.3437790865354498,-0.33705442254382056,2
1.4612881008194682,-1.564479870186421,2
-0.2681487314099134,-0.6232693336255168,2
0.6929748504312955,0.3369989272095232,2
-1.3409424317380532,1.9259950166329938,0
1.4121395058525377,-1.209053252930835,2
0.09509862049415158,0.53947575976921,0
1.9183541868963658,-0.6851364879066267,2
-0.15844245430676354,-0.47075714493451504,2
-1.075081178293492,1.5273970495909097,0
-2.839322692410559,0.4840072806743046,1
1.7318551551640846,0.4743589783374733,2
2.5101443556509135,1.8808333506060038,0
0.5664214954428444,-0.9070008138706067,2
0.0935062850510967,2.1092115421863977,0
0.6388886129903477,1.9068109592864966,0
-0.02160016161849378,1.6365121611004507,0
-0.9750435998022354,-0.7210703092791182,2
2.0387838732202916,0.9213720071415121,0
-0.5034520253182949,1.9112361483753402,0
-0.4209775250270499,1.5502435276050195,0
-1.7174146866324602,-1.514851777834497,2
2.73113972709476,-1.1176032957161781,2
-0.15928272388865908,1.6801668890425598,0
0.8081382321242954,-0.9256283441313707,2
-1.4536165794779652,1.5076783559333644,0
-1.6889908105507567,-1.4651544774458265,1
-0.7687666421292847,-1.6412898939947493,2
-0.3904647245576022,0.9479561567526067,0
-0.007130640493169122,-1.1007878787071037,2
-1.3961487260669503,-1.175156320391987,1
0.5856569430886089,1.0232841827091692,0
0.02674475501859727,-0.18266509500156763,2
0.9433178601820508,-0.9015285986626452,2
-2.768698549983498,1.2676036141026157,1
0.68433255948422,-1.1851735570604107,2
0.7047572447423972,-0.5535633467628235,2
-1.2831794561664565,-1.0921539140539744,2
-0.8839927189899088,-0.14003805838882427,2
0.4370037877255545,0.5692805027542636,0
0.5576954347548481,-0.9901524082893362,2
-0.29710620645234115,0.42687903905612434,0
0.9380431807367503,0.25386256869256424,0
-0.6647377361034572,-1.60086058035215,2
-0.030335827018380647,2.0552778908104474,0
1.239238903841301,-1.064783754153348,2
0.3016236596791358,-1.6471925677838428,2
-0.4812917264690289,-1.7006861270987714,2
-0.783549137341378,-1.035075323748838,2
-2.0663699439178838,0.11136385377368567,1
-0.13200539085496435,0.5182620393993359,0
0.506400448073248,-0.45054176018490866,2
2.601939744818351,1.752193875401864,0
-0.3872868542132743,1.0456432590544669,0
-1.2159412211416671,1.5453283566992086,1
0.7141480578711313,-0.13237161779025106,2
-1.2831794561664565,-1.0921539140539744,2
1.9083781502913264,-1.7574470921553769,2
0.34379003832073984,0.9329042167890876,0
-0.5933593064608821,-0.7994770416539378,2
-0.22421275770568339,-0.7580848133362883,2
-0.8764881261785548,1.2232450905942862,0
-1.53784648954323,-1.0909519590475112,2
-1.1848418004112855,0.7356851877945394,0
0.17274775884983257,-0.9141995750295767,2
0.5264175927920735,1.5789315388276504,0
-0.0011693229002972128,-1.1930035160562185,2
0.6809501837145493,1.482479226061765,0
-2.246355709575738,-1.606913998027265,1
0.2702609849159017,1.6079361611743719,0
0.39697615678618825,-1.250217724906105,2
-1.193124455556414,0.3168207351007419,0
2.068511898688409,1.6265418859657947,0
-0.6736931800713134,-1.741436412299721,2
-0.03358009831144646,0.15307225148325318,1
1.3008250408481803,-1.4708151866987114,2
1.256060537121918,1.9852485219861469,0
-1.599729883558663,-2.0218477912662687,1
-0.11141822281047081,2.2142992754620257,0
0.5216452521567189,1.3787386998172397,0
-0.2078223932530137,-0.6156200288404471,2
-1.9099253545803498,1.8419635505661245,0
0.018445448847137433,-1.07043386911215,2
-0.35584849016364273,-0.9018789259300938,2
-1.3286059357149604,-0.34779173262892416,0
0.10179658420865675,1.5832934071187919,0
-0.022110288720893146,-0.5334543142722254,2
-1.1907189221887229,-0.5542994222429374,2
0.3301083631750925,-1.2888138857054035,2
1.1148112622002464,2.005206255975105,0
0.8739652561648324,-0.9284814744243782,2
0.24890835206069906,-1.3154629444814079,2
0.29997971176740035,-0.9600191726531999,2
-1.2369443868216443,-1.0741853302128193,2
1.0149862108661825,-0.2528873379322012,2
-0.18641899139978035,0.8979653847270449,0
-1.7512714704184358,-1.5212049764905715,2
-1.408147948179012,-1.9882207452901115,1
1.8116186446906042,0.5195132236138195,0
2.4433565698801925,-0.37803028387001986,2
-1.3169040267308858,0.39024194496992326,2
0.5767014991207526,0.8827083507615983,0
0.19390217562986578,1.2173424168051927,0
-0.49703654790474266,-0.5012761287833168,2
-1.8694220013275036,1.1086495862535084,0
-0.1109348564845591,-1.2832955042723622,2
0.6880606918625036,-0.8500256453521329,2
0.4481283354668014,-1.1895097057161974,2
-1.3152620395186099,-0.7397967137933964,2
-1.5267426931612451,-0.6916948943161048,2
0.5170926900893335,1.7378874224643968,0
0.023653969776907494,1.3359065879616872,0
2.2388100624058604,-1.827367698317412,2
0.8044678834471679,-0.7979809465244526,2
-0.08903174337435496,0.9766419877581077,0
1.2197451986680417,1.9575256056556962,0
1.4588295461515681,-1.5858495878607974,2
1.2991267479218014,-1.422841464673437,2
0.7539661592499789,-0.21823405648329147,2
-0.07580849498820036,-0.9631641115823861,2
-0.7924212087233713,1.79893249936812,0
1.184901141648404,0.35080082727064776,0
0.20577738040074323,0.029812972163108978,2
-1.9890949575425088,-1.2422823148922844,1
0.16455748808996604,-1.6868518408577242,2
-1.950841527036965,0.21850551385143205,1
0.11181297396629811,-0.17782407763044397,2
1.2973972877907318,-0.6404348663559943,2
0.13156496282937677,-0.5449648030549115,2
-0.9148698364598262,0.02784089249589655,1
-1.283138990345147,1.4465384223057112,0
-1.1409705875671279,-1.4619443619312993,2
-1.5031267709463025,0.3169316779801372,0
-2.5587526299069925,-1.490890423845604,1
-0.2935683124899106,0.35924744811488263,2
-0.5861472018174296,2.0229980518653927,0
1.9702392220143563,0.960594431100621,0
-0.022891301821676438,1.555249519229991,0
-0.22160542051078883,-1.2854775285264979,2
0.13903574376430317,-1.0780061773473095,2
