gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Cluster
-1.0095586736769342,-0.4399164931309761,-0.6540119291623984,-1.2774445836787656,-3.054010391622917,-0.8541761503778148,-0.8856597597457708,-0.8282068960390321,-1.3213496211870024,1
0.990531829475428,-0.4399164931309761,-0.6540119291623984,0.3513699651224484,0.3274383095561751,-0.8541761503778148,-0.8856597597457708,0.3712710329765761,-1.3213496211870024,2
-1.0095586736769342,-0.4399164931309761,1.5290240978948395,0.7992939660427822,0.3274383095561751,-0.8541761503778148,-0.8856597597457708,-0.8282068960390321,-1.5207546382825785,2
-1.0095586736769342,-0.4399164931309761,-0.6540119291623984,-1.2774445836787656,0.3274383095561751,-0.8541761503778148,-0.8856597597457708,0.3712710329765761,0.3735930241253952,2
0.990531829475428,-0.4399164931309761,-0.6540119291623984,1.4100994218432374,0.3274383095561751,-0.8541761503778148,1.1291017673503092,-0.8282068960390321,-0.4572612137728389,0
-1.0095586736769342,2.273158691738958,-0.6540119291623984,1.4508197855632678,0.3274383095561751,1.17071870896616,1.1291017673503092,-0.8282068960390321,0.8388713973484064,0
-1.0095586736769342,-0.4399164931309761,1.5290240978948395,-0.3815965818380978,0.3274383095561751,1.17071870896616,1.1291017673503092,-0.8282068960390321,0.4068271936413246,0
0.990531829475428,-0.4399164931309761,1.5290240978948395,1.6137012404433893,0.3274383095561751,-0.8541761503778148,-0.8856597597457708,-0.8282068960390321,0.2406563460616778,2
0.990531829475428,-0.4399164931309761,-0.6540119291623984,1.5322605130033284,0.3274383095561751,1.17071870896616,1.1291017673503092,-0.8282068960390321,1.3041497705714176,0
0.990531829475428,-0.4399164931309761,-0.6540119291623984,-1.2774445836787656,0.3274383095561751,-0.8541761503778148,-0.8856597597457708,0.3712710329765761,-1.5207546382825785,2
0.990531829475428,-0.4399164931309761,-0.6540119291623984,-1.2774445836787656,0.3274383095561751,-0.8541761503778148,-0.8856597597457708,-0.8282068960390321,-1.4875204687666492,2
0.990531829475428,-0.4399164931309761,1.5290240978948395,0.0663274190822359,0.3274383095561751,-0.8541761503778148,-0.8856597597457708,1.5707489619921842,0.6394663802528302,2
0.990531829475428,2.273158691738958,1.5290240978948395,-0.1779947632379461,0.3274383095561751,1.17071870896616,1.1291017673503092,0.3712710329765761,-0.4572612137728389,0
-1.0095586736769342,2.273158691738958,-0.6540119291623984,-0.5851984004382496,0.3274383095561751,1.17071870896616,1.1291017673503092,-0.8282068960390321,0.6727005497687596,0
-1.0095586736769342,-0.4399164931309761,-0.6540119291623984,-0.7073594915983407,0.3274383095561751,-0.8541761503778148,1.1291017673503092,-0.8282068960390321,-1.4875204687666492,0
-1.0095586736769342,2.273158691738958,-0.6540119291623984,-0.8702409464784621,0.3274383095561751,1.17071870896616,1.1291017673503092,1.5707489619921842,1.0050422449280532,0
0.990531829475428,-0.4399164931309761,-0.6540119291623984,-0.8702409464784621,0.3274383095561751,-0.8541761503778148,-0.8856597597457708,0.3712710329765761,-0.3575587052250508,2
0.990531829475428,-0.4399164931309761,1.5290240978948395,-1.2774445836787656,0.3274383095561751,1.17071870896616,1.1291017673503092,1.5707489619921842,0.174188007029819,0
-1.0095586736769342,-0.4399164931309761,1.5290240978948395,0.188488510242327,0.3274383095561751,-0.8541761503778148,-0.8856597597457708,-0.8282068960390321,0.805637227832477,2
0.990531829475428,-0.4399164931309761,1.5290240978948395,-0.4223169455581282,0.3274383095561751,-0.8541761503778148,1.1291017673503092,-0.8282068960390321,0.805637227832477,0
-1.0095586736769342,-0.4399164931309761,-0.6540119291623984,-1.2774445836787656,0.3274383095561751,-0.8541761503778148,-0.8856597597457708,-0.8282068960390321,0.174188007029819,2
